== 2024-02-26 16:10:32.246380 == | ================启动Log================
== 2024-02-26 17:08:02.999293 writeLog== | k线完结,{'e': 'kline', 'E': 1708938483000, 's': 'ARPAUSDT', 'k': {'t': 1708938420000, 'T': 1708938479999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168032013, 'L': 168032106, 'o': '0.06713', 'c': '0.06705', 'h': '0.06713', 'l': '0.06703', 'v': '86718', 'n': 94, 'x': True, 'q': '5816.35576', 'V': '51550', 'Q': '3457.43858', 'B': '0'}}
== 2024-02-26 17:09:00.315469 writeLog== | k线完结,{'e': 'kline', 'E': 1708938540285, 's': 'ARPAUSDT', 'k': {'t': 1708938480000, 'T': 1708938539999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168032107, 'L': 168032401, 'o': '0.06705', 'c': '0.06690', 'h': '0.06705', 'l': '0.06670', 'v': '1805379', 'n': 295, 'x': True, 'q': '120641.49691', 'V': '165818', 'Q': '11086.23362', 'B': '0'}}
== 2024-02-26 17:10:00.501539 writeLog== | k线完结,{'e': 'kline', 'E': 1708938600468, 's': 'ARPAUSDT', 'k': {'t': 1708938540000, 'T': 1708938599999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168032402, 'L': 168032636, 'o': '0.06691', 'c': '0.06689', 'h': '0.06695', 'l': '0.06672', 'v': '540328', 'n': 235, 'x': True, 'q': '36118.70517', 'V': '105656', 'Q': '7068.85172', 'B': '0'}}
== 2024-02-26 17:11:00.475044 writeLog== | k线完结,{'e': 'kline', 'E': 1708938660437, 's': 'ARPAUSDT', 'k': {'t': 1708938600000, 'T': 1708938659999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168032637, 'L': 168032751, 'o': '0.06690', 'c': '0.06691', 'h': '0.06693', 'l': '0.06688', 'v': '302334', 'n': 115, 'x': True, 'q': '20226.83700', 'V': '107053', 'Q': '7161.74687', 'B': '0'}}
== 2024-02-26 17:12:03.010086 writeLog== | k线完结,{'e': 'kline', 'E': 1708938723001, 's': 'ARPAUSDT', 'k': {'t': 1708938660000, 'T': 1708938719999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168032752, 'L': 168032893, 'o': '0.06690', 'c': '0.06688', 'h': '0.06693', 'l': '0.06686', 'v': '250219', 'n': 142, 'x': True, 'q': '16738.00330', 'V': '136948', 'Q': '9162.27292', 'B': '0'}}
== 2024-02-26 17:13:01.725745 writeLog== | k线完结,{'e': 'kline', 'E': 1708938781650, 's': 'ARPAUSDT', 'k': {'t': 1708938720000, 'T': 1708938779999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168032894, 'L': 168032995, 'o': '0.06686', 'c': '0.06686', 'h': '0.06686', 'l': '0.06673', 'v': '156489', 'n': 102, 'x': True, 'q': '10455.41971', 'V': '68193', 'Q': '4557.02708', 'B': '0'}}
== 2024-02-26 17:13:24.887466 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708938804887, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 17:14:00.109453 writeLog== | k线完结,{'e': 'kline', 'E': 1708938840103, 's': 'ARPAUSDT', 'k': {'t': 1708938780000, 'T': 1708938839999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168032996, 'L': 168033221, 'o': '0.06685', 'c': '0.06679', 'h': '0.06685', 'l': '0.06668', 'v': '380223', 'n': 226, 'x': True, 'q': '25389.00800', 'V': '128644', 'Q': '8591.43266', 'B': '0'}}
== 2024-02-26 17:15:00.673188 writeLog== | k线完结,{'e': 'kline', 'E': 1708938900502, 's': 'ARPAUSDT', 'k': {'t': 1708938840000, 'T': 1708938899999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168033222, 'L': 168033428, 'o': '0.06677', 'c': '0.06696', 'h': '0.06699', 'l': '0.06677', 'v': '319133', 'n': 207, 'x': True, 'q': '21346.37826', 'V': '237728', 'Q': '15904.84982', 'B': '0'}}
== 2024-02-26 17:16:03.011396 writeLog== | k线完结,{'e': 'kline', 'E': 1708938963000, 's': 'ARPAUSDT', 'k': {'t': 1708938900000, 'T': 1708938959999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168033429, 'L': 168033535, 'o': '0.06695', 'c': '0.06682', 'h': '0.06698', 'l': '0.06682', 'v': '113466', 'n': 107, 'x': True, 'q': '7591.71506', 'V': '32450', 'Q': '2172.16924', 'B': '0'}}
== 2024-02-26 17:17:00.060985 writeLog== | k线完结,{'e': 'kline', 'E': 1708939020027, 's': 'ARPAUSDT', 'k': {'t': 1708938960000, 'T': 1708939019999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168033536, 'L': 168033707, 'o': '0.06681', 'c': '0.06667', 'h': '0.06684', 'l': '0.06662', 'v': '268310', 'n': 172, 'x': True, 'q': '17892.46969', 'V': '24549', 'Q': '1638.81005', 'B': '0'}}
== 2024-02-26 17:18:00.646204 writeLog== | k线完结,{'e': 'kline', 'E': 1708939080573, 's': 'ARPAUSDT', 'k': {'t': 1708939020000, 'T': 1708939079999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168033708, 'L': 168034017, 'o': '0.06667', 'c': '0.06676', 'h': '0.06678', 'l': '0.06655', 'v': '535963', 'n': 310, 'x': True, 'q': '35734.58759', 'V': '300916', 'Q': '20076.79740', 'B': '0'}}
== 2024-02-26 17:19:00.275481 writeLog== | k线完结,{'e': 'kline', 'E': 1708939140214, 's': 'ARPAUSDT', 'k': {'t': 1708939080000, 'T': 1708939139999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168034018, 'L': 168034389, 'o': '0.06674', 'c': '0.06643', 'h': '0.06675', 'l': '0.06641', 'v': '599091', 'n': 372, 'x': True, 'q': '39842.45362', 'V': '90294', 'Q': '6003.89492', 'B': '0'}}
== 2024-02-26 17:20:00.470807 writeLog== | k线完结,{'e': 'kline', 'E': 1708939200375, 's': 'ARPAUSDT', 'k': {'t': 1708939140000, 'T': 1708939199999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168034390, 'L': 168034650, 'o': '0.06643', 'c': '0.06633', 'h': '0.06647', 'l': '0.06626', 'v': '601660', 'n': 261, 'x': True, 'q': '39941.26775', 'V': '172467', 'Q': '11453.56744', 'B': '0'}}
== 2024-02-26 17:21:00.607978 writeLog== | k线完结,{'e': 'kline', 'E': 1708939260479, 's': 'ARPAUSDT', 'k': {'t': 1708939200000, 'T': 1708939259999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168034651, 'L': 168035122, 'o': '0.06632', 'c': '0.06624', 'h': '0.06640', 'l': '0.06624', 'v': '900887', 'n': 472, 'x': True, 'q': '59743.25790', 'V': '632929', 'Q': '41974.51941', 'B': '0'}}
== 2024-02-26 17:22:00.118078 writeLog== | k线完结,{'e': 'kline', 'E': 1708939320104, 's': 'ARPAUSDT', 'k': {'t': 1708939260000, 'T': 1708939319999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168035123, 'L': 168035477, 'o': '0.06624', 'c': '0.06617', 'h': '0.06625', 'l': '0.06606', 'v': '581982', 'n': 355, 'x': True, 'q': '38508.24482', 'V': '273005', 'Q': '18066.68463', 'B': '0'}}
== 2024-02-26 17:23:00.072747 writeLog== | k线完结,{'e': 'kline', 'E': 1708939380054, 's': 'ARPAUSDT', 'k': {'t': 1708939320000, 'T': 1708939379999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168035478, 'L': 168035763, 'o': '0.06617', 'c': '0.06643', 'h': '0.06649', 'l': '0.06617', 'v': '438611', 'n': 286, 'x': True, 'q': '29100.29154', 'V': '312871', 'Q': '20748.00243', 'B': '0'}}
== 2024-02-26 17:24:01.632604 writeLog== | k线完结,{'e': 'kline', 'E': 1708939441560, 's': 'ARPAUSDT', 'k': {'t': 1708939380000, 'T': 1708939439999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168035764, 'L': 168035964, 'o': '0.06645', 'c': '0.06653', 'h': '0.06655', 'l': '0.06640', 'v': '448130', 'n': 201, 'x': True, 'q': '29802.73584', 'V': '185550', 'Q': '12339.30317', 'B': '0'}}
== 2024-02-26 17:25:03.041591 writeLog== | k线完结,{'e': 'kline', 'E': 1708939503001, 's': 'ARPAUSDT', 'k': {'t': 1708939440000, 'T': 1708939499999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168035965, 'L': 168036036, 'o': '0.06652', 'c': '0.06652', 'h': '0.06653', 'l': '0.06644', 'v': '114438', 'n': 72, 'x': True, 'q': '7608.81574', 'V': '23229', 'Q': '1544.12353', 'B': '0'}}
== 2024-02-26 17:26:00.632925 writeLog== | k线完结,{'e': 'kline', 'E': 1708939560592, 's': 'ARPAUSDT', 'k': {'t': 1708939500000, 'T': 1708939559999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168036037, 'L': 168036163, 'o': '0.06651', 'c': '0.06656', 'h': '0.06660', 'l': '0.06651', 'v': '234422', 'n': 127, 'x': True, 'q': '15598.00662', 'V': '119064', 'Q': '7924.35710', 'B': '0'}}
== 2024-02-26 17:27:00.815667 writeLog== | k线完结,{'e': 'kline', 'E': 1708939620789, 's': 'ARPAUSDT', 'k': {'t': 1708939560000, 'T': 1708939619999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168036164, 'L': 168036303, 'o': '0.06655', 'c': '0.06648', 'h': '0.06655', 'l': '0.06640', 'v': '193258', 'n': 140, 'x': True, 'q': '12843.78413', 'V': '32064', 'Q': '2131.58925', 'B': '0'}}
== 2024-02-26 17:28:00.223399 writeLog== | k线完结,{'e': 'kline', 'E': 1708939680183, 's': 'ARPAUSDT', 'k': {'t': 1708939620000, 'T': 1708939679999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168036304, 'L': 168036759, 'o': '0.06647', 'c': '0.06617', 'h': '0.06648', 'l': '0.06616', 'v': '744897', 'n': 456, 'x': True, 'q': '49401.49089', 'V': '322395', 'Q': '21389.62502', 'B': '0'}}
== 2024-02-26 17:29:00.472777 writeLog== | k线完结,{'e': 'kline', 'E': 1708939740402, 's': 'ARPAUSDT', 'k': {'t': 1708939680000, 'T': 1708939739999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168036760, 'L': 168037064, 'o': '0.06616', 'c': '0.06613', 'h': '0.06629', 'l': '0.06608', 'v': '440084', 'n': 305, 'x': True, 'q': '29131.16138', 'V': '221329', 'Q': '14653.83631', 'B': '0'}}
== 2024-02-26 17:30:00.767201 writeLog== | k线完结,{'e': 'kline', 'E': 1708939800710, 's': 'ARPAUSDT', 'k': {'t': 1708939740000, 'T': 1708939799999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168037065, 'L': 168037158, 'o': '0.06613', 'c': '0.06609', 'h': '0.06618', 'l': '0.06609', 'v': '366842', 'n': 94, 'x': True, 'q': '24259.58337', 'V': '312444', 'Q': '20662.58880', 'B': '0'}}
== 2024-02-26 17:31:02.526060 writeLog== | k线完结,{'e': 'kline', 'E': 1708939862444, 's': 'ARPAUSDT', 'k': {'t': 1708939800000, 'T': 1708939859999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168037159, 'L': 168037417, 'o': '0.06608', 'c': '0.06614', 'h': '0.06618', 'l': '0.06600', 'v': '326183', 'n': 259, 'x': True, 'q': '21559.20975', 'V': '159021', 'Q': '10515.46070', 'B': '0'}}
== 2024-02-26 17:32:02.614026 writeLog== | k线完结,{'e': 'kline', 'E': 1708939922532, 's': 'ARPAUSDT', 'k': {'t': 1708939860000, 'T': 1708939919999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168037418, 'L': 168037533, 'o': '0.06615', 'c': '0.06621', 'h': '0.06626', 'l': '0.06610', 'v': '100568', 'n': 116, 'x': True, 'q': '6656.28342', 'V': '54644', 'Q': '3616.81236', 'B': '0'}}
== 2024-02-26 17:33:02.033706 writeLog== | k线完结,{'e': 'kline', 'E': 1708939981994, 's': 'ARPAUSDT', 'k': {'t': 1708939920000, 'T': 1708939979999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168037534, 'L': 168037669, 'o': '0.06622', 'c': '0.06607', 'h': '0.06622', 'l': '0.06602', 'v': '199983', 'n': 136, 'x': True, 'q': '13217.33678', 'V': '83167', 'Q': '5496.42932', 'B': '0'}}
== 2024-02-26 17:34:00.075724 writeLog== | k线完结,{'e': 'kline', 'E': 1708940040018, 's': 'ARPAUSDT', 'k': {'t': 1708939980000, 'T': 1708940039999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168037670, 'L': 168037763, 'o': '0.06611', 'c': '0.06608', 'h': '0.06624', 'l': '0.06608', 'v': '74236', 'n': 94, 'x': True, 'q': '4911.09654', 'V': '33170', 'Q': '2194.37876', 'B': '0'}}
== 2024-02-26 17:35:00.090847 writeLog== | k线完结,{'e': 'kline', 'E': 1708940100066, 's': 'ARPAUSDT', 'k': {'t': 1708940040000, 'T': 1708940099999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168037764, 'L': 168037961, 'o': '0.06607', 'c': '0.06598', 'h': '0.06614', 'l': '0.06594', 'v': '406064', 'n': 198, 'x': True, 'q': '26800.25317', 'V': '43153', 'Q': '2850.02757', 'B': '0'}}
== 2024-02-26 17:36:00.876314 writeLog== | k线完结,{'e': 'kline', 'E': 1708940160690, 's': 'ARPAUSDT', 'k': {'t': 1708940100000, 'T': 1708940159999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168037962, 'L': 168039150, 'o': '0.06599', 'c': '0.06571', 'h': '0.06612', 'l': '0.06544', 'v': '2627887', 'n': 1189, 'x': True, 'q': '172789.07235', 'V': '516250', 'Q': '34011.60524', 'B': '0'}}
== 2024-02-26 17:37:00.616502 writeLog== | k线完结,{'e': 'kline', 'E': 1708940220465, 's': 'ARPAUSDT', 'k': {'t': 1708940160000, 'T': 1708940219999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168039151, 'L': 168039486, 'o': '0.06571', 'c': '0.06578', 'h': '0.06593', 'l': '0.06569', 'v': '559487', 'n': 336, 'x': True, 'q': '36820.18510', 'V': '210789', 'Q': '13869.38219', 'B': '0'}}
== 2024-02-26 17:37:35.507115 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708940255506, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 17:38:01.309999 writeLog== | k线完结,{'e': 'kline', 'E': 1708940281214, 's': 'ARPAUSDT', 'k': {'t': 1708940220000, 'T': 1708940279999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168039487, 'L': 168039903, 'o': '0.06576', 'c': '0.06596', 'h': '0.06611', 'l': '0.06569', 'v': '1301547', 'n': 417, 'x': True, 'q': '85819.75705', 'V': '1081143', 'Q': '71311.94550', 'B': '0'}}
== 2024-02-26 17:39:00.869322 writeLog== | k线完结,{'e': 'kline', 'E': 1708940340825, 's': 'ARPAUSDT', 'k': {'t': 1708940280000, 'T': 1708940339999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168039904, 'L': 168040076, 'o': '0.06598', 'c': '0.06592', 'h': '0.06599', 'l': '0.06591', 'v': '327079', 'n': 173, 'x': True, 'q': '21572.95794', 'V': '111848', 'Q': '7377.51958', 'B': '0'}}
== 2024-02-26 17:40:00.780370 writeLog== | k线完结,{'e': 'kline', 'E': 1708940400595, 's': 'ARPAUSDT', 'k': {'t': 1708940340000, 'T': 1708940399999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168040077, 'L': 168040653, 'o': '0.06592', 'c': '0.06588', 'h': '0.06605', 'l': '0.06583', 'v': '2556269', 'n': 577, 'x': True, 'q': '168645.01033', 'V': '1352032', 'Q': '89180.29640', 'B': '0'}}
== 2024-02-26 17:41:01.306676 writeLog== | k线完结,{'e': 'kline', 'E': 1708940461245, 's': 'ARPAUSDT', 'k': {'t': 1708940400000, 'T': 1708940459999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168040654, 'L': 168041026, 'o': '0.06588', 'c': '0.06604', 'h': '0.06608', 'l': '0.06580', 'v': '681573', 'n': 373, 'x': True, 'q': '44948.70058', 'V': '497579', 'Q': '32824.83931', 'B': '0'}}
== 2024-02-26 17:42:00.797766 writeLog== | k线完结,{'e': 'kline', 'E': 1708940520693, 's': 'ARPAUSDT', 'k': {'t': 1708940460000, 'T': 1708940519999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168041027, 'L': 168041261, 'o': '0.06601', 'c': '0.06613', 'h': '0.06613', 'l': '0.06594', 'v': '434608', 'n': 235, 'x': True, 'q': '28709.58942', 'V': '189380', 'Q': '12509.94392', 'B': '0'}}
== 2024-02-26 17:42:39.859767 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708940559859, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 17:43:01.905907 writeLog== | k线完结,{'e': 'kline', 'E': 1708940581741, 's': 'ARPAUSDT', 'k': {'t': 1708940520000, 'T': 1708940579999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168041262, 'L': 168041431, 'o': '0.06614', 'c': '0.06602', 'h': '0.06622', 'l': '0.06596', 'v': '273821', 'n': 170, 'x': True, 'q': '18096.72436', 'V': '103471', 'Q': '6845.58541', 'B': '0'}}
== 2024-02-26 17:44:01.573402 writeLog== | k线完结,{'e': 'kline', 'E': 1708940641465, 's': 'ARPAUSDT', 'k': {'t': 1708940580000, 'T': 1708940639999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168041432, 'L': 168041780, 'o': '0.06599', 'c': '0.06580', 'h': '0.06599', 'l': '0.06569', 'v': '587555', 'n': 349, 'x': True, 'q': '38654.30836', 'V': '83287', 'Q': '5486.52351', 'B': '0'}}
== 2024-02-26 17:44:41.477432 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708940681476, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 17:45:01.041733 writeLog== | k线完结,{'e': 'kline', 'E': 1708940701016, 's': 'ARPAUSDT', 'k': {'t': 1708940640000, 'T': 1708940699999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168041781, 'L': 168042047, 'o': '0.06580', 'c': '0.06570', 'h': '0.06582', 'l': '0.06566', 'v': '414456', 'n': 267, 'x': True, 'q': '27240.05227', 'V': '253501', 'Q': '16660.92982', 'B': '0'}}
== 2024-02-26 17:46:00.758275 writeLog== | k线完结,{'e': 'kline', 'E': 1708940760647, 's': 'ARPAUSDT', 'k': {'t': 1708940700000, 'T': 1708940759999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168042048, 'L': 168042286, 'o': '0.06569', 'c': '0.06586', 'h': '0.06589', 'l': '0.06567', 'v': '361569', 'n': 239, 'x': True, 'q': '23793.69524', 'V': '189458', 'Q': '12467.41799', 'B': '0'}}
== 2024-02-26 17:47:00.456219 writeLog== | k线完结,{'e': 'kline', 'E': 1708940820386, 's': 'ARPAUSDT', 'k': {'t': 1708940760000, 'T': 1708940819999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168042287, 'L': 168042390, 'o': '0.06586', 'c': '0.06595', 'h': '0.06599', 'l': '0.06586', 'v': '141855', 'n': 104, 'x': True, 'q': '9354.07663', 'V': '96405', 'Q': '6356.96491', 'B': '0'}}
== 2024-02-26 17:47:44.284458 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708940864284, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 17:48:00.892702 writeLog== | k线完结,{'e': 'kline', 'E': 1708940880861, 's': 'ARPAUSDT', 'k': {'t': 1708940820000, 'T': 1708940879999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168042391, 'L': 168042483, 'o': '0.06593', 'c': '0.06597', 'h': '0.06597', 'l': '0.06585', 'v': '144711', 'n': 93, 'x': True, 'q': '9536.66655', 'V': '88951', 'Q': '5861.91088', 'B': '0'}}
== 2024-02-26 17:49:01.499987 writeLog== | k线完结,{'e': 'kline', 'E': 1708940941428, 's': 'ARPAUSDT', 'k': {'t': 1708940880000, 'T': 1708940939999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168042484, 'L': 168042559, 'o': '0.06596', 'c': '0.06595', 'h': '0.06598', 'l': '0.06592', 'v': '158246', 'n': 76, 'x': True, 'q': '10436.55887', 'V': '32121', 'Q': '2118.67348', 'B': '0'}}
== 2024-02-26 17:50:00.958366 writeLog== | k线完结,{'e': 'kline', 'E': 1708941000745, 's': 'ARPAUSDT', 'k': {'t': 1708940940000, 'T': 1708940999999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168042560, 'L': 168042710, 'o': '0.06596', 'c': '0.06598', 'h': '0.06608', 'l': '0.06596', 'v': '214753', 'n': 151, 'x': True, 'q': '14177.23712', 'V': '147810', 'Q': '9759.87164', 'B': '0'}}
== 2024-02-26 17:51:00.313366 writeLog== | k线完结,{'e': 'kline', 'E': 1708941060260, 's': 'ARPAUSDT', 'k': {'t': 1708941000000, 'T': 1708941059999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168042711, 'L': 168042911, 'o': '0.06596', 'c': '0.06595', 'h': '0.06603', 'l': '0.06588', 'v': '656369', 'n': 201, 'x': True, 'q': '43296.30004', 'V': '137174', 'Q': '9050.59767', 'B': '0'}}
== 2024-02-26 17:52:00.762578 writeLog== | k线完结,{'e': 'kline', 'E': 1708941120746, 's': 'ARPAUSDT', 'k': {'t': 1708941060000, 'T': 1708941119999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168042912, 'L': 168043142, 'o': '0.06596', 'c': '0.06595', 'h': '0.06611', 'l': '0.06593', 'v': '416768', 'n': 231, 'x': True, 'q': '27524.09013', 'V': '295809', 'Q': '19535.19408', 'B': '0'}}
== 2024-02-26 17:53:03.022352 writeLog== | k线完结,{'e': 'kline', 'E': 1708941183001, 's': 'ARPAUSDT', 'k': {'t': 1708941120000, 'T': 1708941179999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168043143, 'L': 168043262, 'o': '0.06595', 'c': '0.06581', 'h': '0.06604', 'l': '0.06578', 'v': '88435', 'n': 120, 'x': True, 'q': '5827.28377', 'V': '36492', 'Q': '2405.01446', 'B': '0'}}
== 2024-02-26 17:54:02.192670 writeLog== | k线完结,{'e': 'kline', 'E': 1708941242131, 's': 'ARPAUSDT', 'k': {'t': 1708941180000, 'T': 1708941239999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168043263, 'L': 168043356, 'o': '0.06583', 'c': '0.06581', 'h': '0.06593', 'l': '0.06581', 'v': '120944', 'n': 94, 'x': True, 'q': '7966.22658', 'V': '48140', 'Q': '3170.93387', 'B': '0'}}
== 2024-02-26 17:55:00.410084 writeLog== | k线完结,{'e': 'kline', 'E': 1708941300312, 's': 'ARPAUSDT', 'k': {'t': 1708941240000, 'T': 1708941299999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168043357, 'L': 168043523, 'o': '0.06580', 'c': '0.06567', 'h': '0.06582', 'l': '0.06564', 'v': '141550', 'n': 167, 'x': True, 'q': '9304.03337', 'V': '43214', 'Q': '2840.85129', 'B': '0'}}
== 2024-02-26 17:56:00.619606 writeLog== | k线完结,{'e': 'kline', 'E': 1708941360542, 's': 'ARPAUSDT', 'k': {'t': 1708941300000, 'T': 1708941359999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168043524, 'L': 168043718, 'o': '0.06568', 'c': '0.06581', 'h': '0.06581', 'l': '0.06555', 'v': '263548', 'n': 195, 'x': True, 'q': '17306.07514', 'V': '141401', 'Q': '9287.64296', 'B': '0'}}
== 2024-02-26 17:57:03.020222 writeLog== | k线完结,{'e': 'kline', 'E': 1708941423000, 's': 'ARPAUSDT', 'k': {'t': 1708941360000, 'T': 1708941419999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168043719, 'L': 168043895, 'o': '0.06579', 'c': '0.06575', 'h': '0.06591', 'l': '0.06571', 'v': '228188', 'n': 177, 'x': True, 'q': '15018.51459', 'V': '106576', 'Q': '7018.92099', 'B': '0'}}
== 2024-02-26 17:58:01.080023 writeLog== | k线完结,{'e': 'kline', 'E': 1708941481069, 's': 'ARPAUSDT', 'k': {'t': 1708941420000, 'T': 1708941479999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168043896, 'L': 168044006, 'o': '0.06578', 'c': '0.06568', 'h': '0.06586', 'l': '0.06564', 'v': '122801', 'n': 111, 'x': True, 'q': '8078.19195', 'V': '69962', 'Q': '4604.60864', 'B': '0'}}
== 2024-02-26 17:59:00.120164 writeLog== | k线完结,{'e': 'kline', 'E': 1708941540100, 's': 'ARPAUSDT', 'k': {'t': 1708941480000, 'T': 1708941539999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168044007, 'L': 168044072, 'o': '0.06569', 'c': '0.06572', 'h': '0.06576', 'l': '0.06565', 'v': '52055', 'n': 66, 'x': True, 'q': '3420.21150', 'V': '25878', 'Q': '1700.74055', 'B': '0'}}
== 2024-02-26 18:00:01.636240 writeLog== | k线完结,{'e': 'kline', 'E': 1708941601427, 's': 'ARPAUSDT', 'k': {'t': 1708941540000, 'T': 1708941599999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168044073, 'L': 168044126, 'o': '0.06572', 'c': '0.06578', 'h': '0.06579', 'l': '0.06569', 'v': '47262', 'n': 54, 'x': True, 'q': '3107.31917', 'V': '22671', 'Q': '1490.74824', 'B': '0'}}
== 2024-02-26 18:01:00.794219 writeLog== | k线完结,{'e': 'kline', 'E': 1708941660775, 's': 'ARPAUSDT', 'k': {'t': 1708941600000, 'T': 1708941659999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168044127, 'L': 168044336, 'o': '0.06577', 'c': '0.06583', 'h': '0.06588', 'l': '0.06575', 'v': '263364', 'n': 210, 'x': True, 'q': '17338.31711', 'V': '154618', 'Q': '10179.21067', 'B': '0'}}
== 2024-02-26 18:02:00.889869 writeLog== | k线完结,{'e': 'kline', 'E': 1708941720865, 's': 'ARPAUSDT', 'k': {'t': 1708941660000, 'T': 1708941719999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168044337, 'L': 168044460, 'o': '0.06585', 'c': '0.06588', 'h': '0.06591', 'l': '0.06580', 'v': '249877', 'n': 124, 'x': True, 'q': '16457.18289', 'V': '91491', 'Q': '6026.01949', 'B': '0'}}
== 2024-02-26 18:03:00.121100 writeLog== | k线完结,{'e': 'kline', 'E': 1708941780053, 's': 'ARPAUSDT', 'k': {'t': 1708941720000, 'T': 1708941779999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168044461, 'L': 168044567, 'o': '0.06588', 'c': '0.06576', 'h': '0.06593', 'l': '0.06574', 'v': '114236', 'n': 107, 'x': True, 'q': '7523.37454', 'V': '32824', 'Q': '2163.16251', 'B': '0'}}
== 2024-02-26 18:04:00.936069 writeLog== | k线完结,{'e': 'kline', 'E': 1708941840905, 's': 'ARPAUSDT', 'k': {'t': 1708941780000, 'T': 1708941839999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168044568, 'L': 168044737, 'o': '0.06576', 'c': '0.06592', 'h': '0.06592', 'l': '0.06567', 'v': '314065', 'n': 170, 'x': True, 'q': '20663.28099', 'V': '162124', 'Q': '10675.95275', 'B': '0'}}
== 2024-02-26 18:04:52.303519 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708941892303, 'code': 0, 'info': 'success'}, 'extra': None}
